trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
132466_8__271___-1980808,19:43:00,19:43:00,par_8_08996,5,,,,
132466_8__271___-1980808,19:45:00,19:45:00,par_8_15367,6,,,,
132466_8__271___-1980808,19:48:00,19:48:00,par_8_15162,7,,,,
132466_8__271___-1980808,19:50:00,19:50:00,par_8_15164,8,,,,
132466_8__271___-1980808,19:52:00,19:52:00,par_8_17765,9,,,,
132466_8__271___-1980808,19:53:00,19:53:00,par_8_12535,10,,,,
132466_8__271___-1980808,19:54:00,19:54:00,par_8_12537,11,,,,
132466_8__271___-1980808,19:55:00,19:55:00,par_8_12539,12,,,,
132466_8__271___-1980808,19:56:00,19:56:00,par_8_12541,13,,,,
132466_8__271___-1980808,19:57:00,19:57:00,par_8_20173,14,,,,
132466_8__271___-1980808,19:59:00,19:59:00,par_8_12542,15,,,,
132466_8__271___-1980808,20:00:00,20:00:00,par_8_08993,16,,,,
132466_8__271___-1980808,20:04:00,20:04:00,par_8_07311,17,,,,
132466_8__271___-1980808,20:18:00,20:18:00,par_8_07387,18,,,,
132466_8__271___-1980808,20:21:00,20:21:00,par_8_18502,19,,,,
132466_8__271___-1980808,20:25:00,20:25:00,par_8_99302,20,,,,
132466_8__271___-1980808,20:27:00,20:27:00,par_8_99304,21,,,,
132466_8__271___-1980808,20:30:00,20:30:00,par_8_20865,22,,,,
132466_8__271___-1980809,20:30:01,20:30:01,par_8_20865,0,,,,
132466_8__271___-1980809,20:30:00,20:30:00,par_8_99303,1,,,,
132466_8__271___-1980809,20:31:00,20:31:00,par_8_99301,2,,,,
132466_8__271___-1980809,20:36:00,20:36:00,par_8_18501,3,,,,
132466_8__271___-1980809,20:39:00,20:39:00,par_8_09665,4,,,,
132466_8__271___-1980809,20:53:00,20:53:00,par_8_09528,5,,,,
132466_8__271___-1980809,20:57:00,20:57:00,par_8_12544,6,,,,
132466_8__271___-1980809,20:58:00,20:58:00,par_8_12543,7,,,,
132466_8__271___-1980809,21:01:00,21:01:00,par_8_20172,8,,,,
132466_8__271___-1980809,21:02:00,21:02:00,par_8_12540,9,,,,
132466_8__271___-1980809,21:03:00,21:03:00,par_8_12538,10,,,,
132466_8__271___-1980809,21:04:00,21:04:00,par_8_12536,11,,,,
132466_8__271___-1980809,21:05:00,21:05:00,par_8_12534,12,,,,
132466_8__271___-1980809,21:06:00,21:06:00,par_8_17764,13,,,,
132466_8__271___-1980809,21:08:00,21:08:00,par_8_15163,14,,,,
132466_8__271___-1980809,21:10:00,21:10:00,par_8_15161,15,,,,
132466_8__271___-1980809,21:12:00,21:12:00,par_8_17767,16,,,,
132466_8__271___-1980809,21:14:00,21:14:00,par_8_15366,17,,,,
132466_8__271___-1980809,21:15:00,21:15:00,par_8_12040,18,,,,
132466_8__271___-1980809,21:16:00,21:16:00,par_8_08999,19,,,,
132466_8__271___-1980809,21:23:00,21:23:00,par_8_12416,20,,,,
132466_8__271___-1980809,21:24:00,21:24:00,par_8_06976,21,,,,
132466_8__271___-1980809,21:26:00,21:26:00,par_8_20659,22,,,,
132466_8__271___-1980809,21:30:01,21:30:01,par_8_20399,23,,,,
132466_8__271___-1980810,21:30:00,21:30:00,par_8_07026,0,,,,
132466_8__271___-1980810,21:30:00,21:30:00,par_8_09465,1,,,,
132466_8__271___-1980810,21:31:00,21:31:00,par_8_07219,2,,,,
132466_8__271___-1980810,21:33:00,21:33:00,par_8_12415,3,,,,
132466_8__271___-1980810,21:40:00,21:40:00,par_8_08996,4,,,,
132466_8__271___-1980810,21:42:00,21:42:00,par_8_15367,5,,,,
132466_8__271___-1980810,21:46:00,21:46:00,par_8_15162,6,,,,
132466_8__271___-1980810,21:49:00,21:49:00,par_8_09444,7,,,,
132466_8__271___-1980810,21:52:00,21:52:00,par_8_17751,8,,,,
132466_8__271___-1980810,21:53:00,21:53:00,par_8_17753,9,,,,
132466_8__271___-1980810,21:53:00,21:53:00,par_8_17758,10,,,,
132466_8__271___-1980810,21:54:00,21:54:00,par_8_17759,11,,,,
132466_8__271___-1980810,21:55:00,21:55:00,par_8_18456,12,,,,
132466_8__271___-1980810,21:59:00,21:59:00,par_8_07311,13,,,,
132466_8__271___-1980810,22:15:00,22:15:00,par_8_09665,14,,,,
132466_8__271___-1980811,22:15:01,22:15:01,par_8_09665,0,,,,
132466_8__271___-1980811,22:15:00,22:15:00,par_8_09528,1,,,,
132466_8__271___-1980811,22:20:00,22:20:00,par_8_18457,2,,,,
132466_8__271___-1980811,22:21:00,22:21:00,par_8_17760,3,,,,
132466_8__271___-1980811,22:23:00,22:23:00,par_8_17757,4,,,,
132466_8__271___-1980811,22:23:00,22:23:00,par_8_17754,5,,,,
132466_8__271___-1980811,22:24:00,22:24:00,par_8_17752,6,,,,
132466_8__271___-1980811,22:29:00,22:29:00,par_8_08994,7,,,,
132466_8__271___-1980811,22:33:00,22:33:00,par_8_15161,8,,,,
132466_8__271___-1980811,22:35:00,22:35:00,par_8_17767,9,,,,
132466_8__271___-1980811,22:38:00,22:38:00,par_8_15366,10,,,,
132466_8__271___-1980811,22:40:00,22:40:00,par_8_12040,11,,,,
132466_8__271___-1980811,22:41:00,22:41:00,par_8_08999,12,,,,
132466_8__271___-1980811,22:50:00,22:50:00,par_8_12416,13,,,,
132466_8__271___-1980811,22:52:00,22:52:00,par_8_06976,14,,,,
132466_8__271___-1980811,22:54:00,22:54:00,par_8_20659,15,,,,
132466_8__271___-1980811,23:00:01,23:00:01,par_8_20399,16,,,,
132466_8__271___-1980812,23:00:00,23:00:00,par_8_07026,0,,,,
132466_8__271___-1980812,23:00:00,23:00:00,par_8_09465,1,,,,
132466_8__271___-1980812,23:01:00,23:01:00,par_8_07219,2,,,,
132466_8__271___-1980812,23:03:00,23:03:00,par_8_12415,3,,,,
132466_8__271___-1980812,23:10:00,23:10:00,par_8_08996,4,,,,
132466_8__271___-1980812,23:12:00,23:12:00,par_8_15367,5,,,,
132466_8__271___-1980812,23:16:00,23:16:00,par_8_15162,6,,,,
132466_8__271___-1980812,23:19:00,23:19:00,par_8_09444,7,,,,
132466_8__271___-1980812,23:22:00,23:22:00,par_8_17751,8,,,,
132466_8__271___-1980812,23:23:00,23:23:00,par_8_17753,9,,,,
132466_8__271___-1980812,23:23:00,23:23:00,par_8_17758,10,,,,
132466_8__271___-1980812,23:24:00,23:24:00,par_8_17759,11,,,,
132466_8__271___-1980812,23:25:00,23:25:00,par_8_18456,12,,,,
132466_8__271___-1980812,23:29:00,23:29:00,par_8_07311,13,,,,
132466_8__271___-1980812,23:45:00,23:45:00,par_8_09665,14,,,,
132466_8__271___-1980813,23:45:01,23:45:01,par_8_09665,0,,,,
132466_8__271___-1980813,23:45:00,23:45:00,par_8_09528,1,,,,
132466_8__271___-1980813,23:49:00,23:49:00,par_8_18457,2,,,,
132466_8__271___-1980813,23:50:00,23:50:00,par_8_17760,3,,,,
132466_8__271___-1980813,23:51:00,23:51:00,par_8_17757,4,,,,
132466_8__271___-1980813,23:51:00,23:51:00,par_8_17754,5,,,,
132466_8__271___-1980813,23:52:00,23:52:00,par_8_17752,6,,,,
132466_8__271___-1980813,23:56:00,23:56:00,par_8_08994,7,,,,
132466_8__271___-1980813,23:59:00,23:59:00,par_8_15161,8,,,,
132466_8__271___-1980813,24:00:00,24:00:00,par_8_17767,9,,,,
132466_8__271___-1980813,24:03:00,24:03:00,par_8_15366,10,,,,
132466_8__271___-1980813,24:05:00,24:05:00,par_8_12040,11,,,,
132466_8__271___-1980813,24:05:00,24:05:00,par_8_08999,12,,,,
132466_8__271___-1980813,24:12:00,24:12:00,par_8_12416,13,,,,
132466_8__271___-1980813,24:14:00,24:14:00,par_8_06976,14,,,,
132466_8__271___-1980813,24:15:00,24:15:00,par_8_20659,15,,,,
132466_8__271___-1980813,24:20:01,24:20:01,par_8_20399,16,,,,
132468_8__271___-1980787,14:25:00,14:25:00,par_8_07026,0,,,,
132468_8__271___-1980787,14:25:00,14:25:00,par_8_09465,1,,,,
132468_8__271___-1980787,14:26:00,14:26:00,par_8_07219,2,,,,
132468_8__271___-1980787,14:29:00,14:29:00,par_8_12415,3,,,,
132468_8__271___-1980787,14:38:00,14:38:00,par_8_08996,4,,,,
132468_8__271___-1980787,14:40:00,14:40:00,par_8_15367,5,,,,
132468_8__271___-1980787,14:44:00,14:44:00,par_8_15162,6,,,,
132468_8__271___-1980787,14:48:00,14:48:00,par_8_15164,7,,,,
132468_8__271___-1980787,14:49:00,14:49:00,par_8_17765,8,,,,
132468_8__271___-1980787,14:51:00,14:51:00,par_8_12535,9,,,,
132468_8__271___-1980787,14:52:00,14:52:00,par_8_12537,10,,,,
132468_8__271___-1980787,14:54:00,14:54:00,par_8_12539,11,,,,
132468_8__271___-1980787,14:55:00,14:55:00,par_8_12541,12,,,,
132468_8__271___-1980787,14:56:00,14:56:00,par_8_20173,13,,,,
132468_8__271___-1980787,14:59:00,14:59:00,par_8_12542,14,,,,
132468_8__271___-1980787,15:00:00,15:00:00,par_8_08993,15,,,,
132468_8__271___-1980787,15:06:00,15:06:00,par_8_07311,16,,,,
132468_8__271___-1980787,15:24:00,15:24:00,par_8_07387,17,,,,
132468_8__271___-1980787,15:28:00,15:28:00,par_8_18502,18,,,,
132468_8__271___-1980787,15:34:00,15:34:00,par_8_99302,19,,,,
132468_8__271___-1980787,15:36:00,15:36:00,par_8_99304,20,,,,
132468_8__271___-1980787,15:40:00,15:40:00,par_8_20865,21,,,,
132468_8__271___-1980788,15:40:01,15:40:01,par_8_20865,0,,,,
132468_8__271___-1980788,15:40:00,15:40:00,par_8_99303,1,,,,
132468_8__271___-1980788,15:41:00,15:41:00,par_8_99301,2,,,,
132468_8__271___-1980788,15:47:00,15:47:00,par_8_18501,3,,,,
132468_8__271___-1980788,15:49:00,15:49:00,par_8_09665,4,,,,
132468_8__271___-1980788,16:05:00,16:05:00,par_8_09528,5,,,,
132468_8__271___-1980788,16:10:00,16:10:00,par_8_12544,6,,,,
132468_8__271___-1980788,16:11:00,16:11:00,par_8_12543,7,,,,
132468_8__271___-1980788,16:14:00,16:14:00,par_8_20172,8,,,,
132468_8__271___-1980788,16:14:00,16:14:00,par_8_12540,9,,,,
132468_8__271___-1980788,16:15:00,16:15:00,par_8_12538,10,,,,
132468_8__271___-1980788,16:17:00,16:17:00,par_8_12536,11,,,,
132468_8__271___-1980788,16:18:00,16:18:00,par_8_12534,12,,,,
132468_8__271___-1980788,16:20:00,16:20:00,par_8_17764,13,,,,
132468_8__271___-1980788,16:21:00,16:21:00,par_8_15163,14,,,,
132468_8__271___-1980788,16:24:00,16:24:00,par_8_15161,15,,,,
132468_8__271___-1980788,16:25:00,16:25:00,par_8_17767,16,,,,
132468_8__271___-1980788,16:28:00,16:28:00,par_8_15366,17,,,,
132468_8__271___-1980788,16:29:00,16:29:00,par_8_12040,18,,,,
132468_8__271___-1980788,16:30:00,16:30:00,par_8_08999,19,,,,
132468_8__271___-1980788,16:37:00,16:37:00,par_8_12416,20,,,,
132468_8__271___-1980788,16:39:00,16:39:00,par_8_06976,21,,,,
132468_8__271___-1980788,16:40:00,16:40:00,par_8_20659,22,,,,
132468_8__271___-1980788,16:45:01,16:45:01,par_8_20399,23,,,,
132468_8__271___-1980789,16:45:00,16:45:00,par_8_07026,0,,,,
132468_8__271___-1980789,16:45:00,16:45:00,par_8_09465,1,,,,
132468_8__271___-1980789,16:46:00,16:46:00,par_8_07219,2,,,,
132468_8__271___-1980789,16:49:00,16:49:00,par_8_12415,3,,,,
132468_8__271___-1980789,16:58:00,16:58:00,par_8_08996,4,,,,
132468_8__271___-1980789,17:00:00,17:00:00,par_8_15367,5,,,,
132468_8__271___-1980789,17:04:00,17:04:00,par_8_15162,6,,,,
132468_8__271___-1980789,17:08:00,17:08:00,par_8_15164,7,,,,
132468_8__271___-1980789,17:09:00,17:09:00,par_8_17765,8,,,,
132468_8__271___-1980789,17:11:00,17:11:00,par_8_12535,9,,,,
132468_8__271___-1980789,17:12:00,17:12:00,par_8_12537,10,,,,
132468_8__271___-1980789,17:14:00,17:14:00,par_8_12539,11,,,,
132468_8__271___-1980789,17:15:00,17:15:00,par_8_12541,12,,,,
132468_8__271___-1980789,17:16:00,17:16:00,par_8_20173,13,,,,
132468_8__271___-1980789,17:19:00,17:19:00,par_8_12542,14,,,,
132468_8__271___-1980789,17:20:00,17:20:00,par_8_08993,15,,,,
132468_8__271___-1980789,17:26:00,17:26:00,par_8_07311,16,,,,
132468_8__271___-1980789,17:44:00,17:44:00,par_8_07387,17,,,,
132468_8__271___-1980789,17:48:00,17:48:00,par_8_18502,18,,,,
132468_8__271___-1980789,17:54:00,17:54:00,par_8_99302,19,,,,
132468_8__271___-1980789,17:56:00,17:56:00,par_8_99304,20,,,,
132468_8__271___-1980789,18:00:00,18:00:00,par_8_20865,21,,,,
132468_8__271___-1980790,18:00:01,18:00:01,par_8_20865,0,,,,
132468_8__271___-1980790,18:00:00,18:00:00,par_8_99303,1,,,,
132468_8__271___-1980790,18:01:00,18:01:00,par_8_99301,2,,,,
132468_8__271___-1980790,18:06:00,18:06:00,par_8_18501,3,,,,
132468_8__271___-1980790,18:09:00,18:09:00,par_8_09665,4,,,,
132468_8__271___-1980790,18:23:00,18:23:00,par_8_09528,5,,,,
132468_8__271___-1980790,18:27:00,18:27:00,par_8_12544,6,,,,
132468_8__271___-1980790,18:28:00,18:28:00,par_8_12543,7,,,,
132468_8__271___-1980790,18:31:00,18:31:00,par_8_20172,8,,,,
132468_8__271___-1980790,18:32:00,18:32:00,par_8_12540,9,,,,
132468_8__271___-1980790,18:33:00,18:33:00,par_8_12538,10,,,,
132468_8__271___-1980790,18:34:00,18:34:00,par_8_12536,11,,,,
132468_8__271___-1980790,18:35:00,18:35:00,par_8_12534,12,,,,
132468_8__271___-1980790,18:36:00,18:36:00,par_8_17764,13,,,,
132468_8__271___-1980790,18:38:00,18:38:00,par_8_15163,14,,,,
132468_8__271___-1980790,18:40:00,18:40:00,par_8_15161,15,,,,
132468_8__271___-1980790,18:42:00,18:42:00,par_8_17767,16,,,,
132468_8__271___-1980790,18:44:00,18:44:00,par_8_15366,17,,,,
132468_8__271___-1980790,18:45:00,18:45:00,par_8_12040,18,,,,
132468_8__271___-1980790,18:46:00,18:46:00,par_8_08999,19,,,,
132468_8__271___-1980790,18:53:00,18:53:00,par_8_12416,20,,,,
132468_8__271___-1980790,18:54:00,18:54:00,par_8_06976,21,,,,
132468_8__271___-1980790,18:56:00,18:56:00,par_8_20659,22,,,,
132468_8__271___-1980790,19:00:01,19:00:01,par_8_20399,23,,,,
132468_8__271___-1980791,19:00:00,19:00:00,par_8_07026,0,,,,
132468_8__271___-1980791,19:00:00,19:00:00,par_8_09465,1,,,,
132468_8__271___-1980791,19:01:00,19:01:00,par_8_07219,2,,,,
132468_8__271___-1980791,19:03:00,19:03:00,par_8_12415,3,,,,
132468_8__271___-1980791,19:09:00,19:09:00,par_8_08996,4,,,,
132468_8__271___-1980791,19:10:00,19:10:00,par_8_15367,5,,,,
132468_8__271___-1980791,19:14:00,19:14:00,par_8_15162,6,,,,
132468_8__271___-1980791,19:17:00,19:17:00,par_8_09444,7,,,,
132468_8__271___-1980791,19:19:00,19:19:00,par_8_17751,8,,,,
132468_8__271___-1980791,19:20:00,19:20:00,par_8_17753,9,,,,
132468_8__271___-1980791,19:21:00,19:21:00,par_8_17758,10,,,,
132468_8__271___-1980791,19:22:00,19:22:00,par_8_17759,11,,,,
132468_8__271___-1980791,19:22:00,19:22:00,par_8_18456,12,,,,
132468_8__271___-1980791,19:26:00,19:26:00,par_8_07311,13,,,,
132468_8__271___-1980791,19:40:00,19:40:00,par_8_09665,14,,,,
132468_8__271___-1980792,19:40:01,19:40:01,par_8_09665,0,,,,
132468_8__271___-1980792,19:40:00,19:40:00,par_8_09528,1,,,,
132468_8__271___-1980792,19:46:00,19:46:00,par_8_18457,2,,,,
132468_8__271___-1980792,19:47:00,19:47:00,par_8_17760,3,,,,
132468_8__271___-1980792,19:49:00,19:49:00,par_8_17757,4,,,,
132468_8__271___-1980792,19:49:00,19:49:00,par_8_17754,5,,,,
132468_8__271___-1980792,19:50:00,19:50:00,par_8_17752,6,,,,
132468_8__271___-1980792,19:55:00,19:55:00,par_8_08994,7,,,,
132468_8__271___-1980792,20:00:00,20:00:00,par_8_15161,8,,,,
132468_8__271___-1980792,20:02:00,20:02:00,par_8_17767,9,,,,
132468_8__271___-1980792,20:06:00,20:06:00,par_8_15366,10,,,,
132468_8__271___-1980792,20:08:00,20:08:00,par_8_12040,11,,,,
132468_8__271___-1980792,20:09:00,20:09:00,par_8_08999,12,,,,
132468_8__271___-1980792,20:19:00,20:19:00,par_8_12416,13,,,,
132468_8__271___-1980792,20:21:00,20:21:00,par_8_06976,14,,,,
132468_8__271___-1980792,20:24:00,20:24:00,par_8_20659,15,,,,
132468_8__271___-1980792,20:30:01,20:30:01,par_8_20399,16,,,,
132468_8__271___-1980793,20:30:00,20:30:00,par_8_07026,0,,,,
132468_8__271___-1980793,20:30:00,20:30:00,par_8_09465,1,,,,
132468_8__271___-1980793,20:31:00,20:31:00,par_8_07219,2,,,,
132468_8__271___-1980793,20:33:00,20:33:00,par_8_12415,3,,,,
132468_8__271___-1980793,20:40:00,20:40:00,par_8_08996,4,,,,
132468_8__271___-1980793,20:42:00,20:42:00,par_8_15367,5,,,,
132468_8__271___-1980793,20:45:00,20:45:00,par_8_15162,6,,,,
132468_8__271___-1980793,20:48:00,20:48:00,par_8_15164,7,,,,
132468_8__271___-1980793,20:49:00,20:49:00,par_8_17765,8,,,,
132468_8__271___-1980793,20:51:00,20:51:00,par_8_12535,9,,,,
132468_8__271___-1980793,20:52:00,20:52:00,par_8_12537,10,,,,
132468_8__271___-1980793,20:53:00,20:53:00,par_8_12539,11,,,,
132468_8__271___-1980793,20:54:00,20:54:00,par_8_12541,12,,,,
132468_8__271___-1980793,20:54:00,20:54:00,par_8_20173,13,,,,
132468_8__271___-1980793,20:57:00,20:57:00,par_8_12542,14,,,,
132468_8__271___-1980793,20:58:00,20:58:00,par_8_08993,15,,,,
132468_8__271___-1980793,21:03:00,21:03:00,par_8_07311,16,,,,
132468_8__271___-1980793,21:17:00,21:17:00,par_8_07387,17,,,,
132468_8__271___-1980793,21:20:00,21:20:00,par_8_18502,18,,,,
132468_8__271___-1980793,21:25:00,21:25:00,par_8_99302,19,,,,
132468_8__271___-1980793,21:27:00,21:27:00,par_8_99304,20,,,,
132468_8__271___-1980793,21:30:00,21:30:00,par_8_20865,21,,,,
132468_8__271___-1980794,21:30:01,21:30:01,par_8_20865,0,,,,
132468_8__271___-1980794,21:30:00,21:30:00,par_8_99303,1,,,,
132468_8__271___-1980794,21:31:00,21:31:00,par_8_99301,2,,,,
132468_8__271___-1980794,21:36:00,21:36:00,par_8_18501,3,,,,
132468_8__271___-1980794,21:39:00,21:39:00,par_8_09665,4,,,,
132468_8__271___-1980794,21:53:00,21:53:00,par_8_09528,5,,,,
132468_8__271___-1980794,21:57:00,21:57:00,par_8_12544,6,,,,
132468_8__271___-1980794,21:58:00,21:58:00,par_8_12543,7,,,,
132468_8__271___-1980794,22:01:00,22:01:00,par_8_20172,8,,,,
132468_8__271___-1980794,22:02:00,22:02:00,par_8_12540,9,,,,
132468_8__271___-1980794,22:03:00,22:03:00,par_8_12538,10,,,,
132468_8__271___-1980794,22:04:00,22:04:00,par_8_12536,11,,,,
132468_8__271___-1980794,22:05:00,22:05:00,par_8_12534,12,,,,
132468_8__271___-1980794,22:06:00,22:06:00,par_8_17764,13,,,,
132468_8__271___-1980794,22:08:00,22:08:00,par_8_15163,14,,,,
132468_8__271___-1980794,22:10:00,22:10:00,par_8_15161,15,,,,
132468_8__271___-1980794,22:12:00,22:12:00,par_8_17767,16,,,,
132468_8__271___-1980794,22:14:00,22:14:00,par_8_15366,17,,,,
132468_8__271___-1980794,22:15:00,22:15:00,par_8_12040,18,,,,
132468_8__271___-1980794,22:16:00,22:16:00,par_8_08999,19,,,,
132468_8__271___-1980794,22:23:00,22:23:00,par_8_12416,20,,,,
132468_8__271___-1980794,22:24:00,22:24:00,par_8_06976,21,,,,
132468_8__271___-1980794,22:26:00,22:26:00,par_8_20659,22,,,,
132468_8__271___-1980794,22:30:01,22:30:01,par_8_20399,23,,,,
132474_8__271___-1980779,07:50:00,07:50:00,par_8_07026,0,,,,
132474_8__271___-1980779,07:50:00,07:50:00,par_8_09465,1,,,,
132474_8__271___-1980779,07:51:00,07:51:00,par_8_07219,2,,,,
132474_8__271___-1980779,07:54:00,07:54:00,par_8_12415,3,,,,
132474_8__271___-1980779,08:01:00,08:01:00,par_8_08996,4,,,,
132474_8__271___-1980779,08:03:00,08:03:00,par_8_15367,5,,,,
132474_8__271___-1980779,08:07:00,08:07:00,par_8_15162,6,,,,
132474_8__271___-1980779,08:11:00,08:11:00,par_8_09444,7,,,,
132474_8__271___-1980779,08:14:00,08:14:00,par_8_17751,8,,,,
132474_8__271___-1980779,08:15:00,08:15:00,par_8_17753,9,,,,
132474_8__271___-1980779,08:16:00,08:16:00,par_8_17758,10,,,,
132474_8__271___-1980779,08:17:00,08:17:00,par_8_17759,11,,,,
132474_8__271___-1980779,08:18:00,08:18:00,par_8_18456,12,,,,
132474_8__271___-1980779,08:23:00,08:23:00,par_8_07311,13,,,,
132474_8__271___-1980779,08:40:00,08:40:00,par_8_09665,14,,,,
